 * Serving Flask app 'codigo_trator_novo'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
Erro ao processar dados: [Errno 11001] getaddrinfo failed
127.0.0.1 - - [29/Apr/2026 14:59:30] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:32] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:35] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 14:59:50] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:14] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:15] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:18] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:20] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
 * Serving Flask app 'codigo_trator_novo'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
127.0.0.1 - - [29/Apr/2026 15:00:45] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:46] "GET /video_feed HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:46] "GET /static/logo_sonae.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Apr/2026 15:00:48] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:50] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:52] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:54] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:56] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:00:58] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:00] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:02] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:05] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:06] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:08] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:10] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:12] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:14] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:16] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:18] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:20] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:22] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:24] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:26] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:28] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 15:01:30] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
 * Serving Flask app 'codigo_trator_novo'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
127.0.0.1 - - [29/Apr/2026 17:29:30] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 17:29:30] "GET /video_feed HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 17:29:30] "GET /static/logo_sonae.png HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 17:29:32] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 17:29:34] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 17:29:36] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 17:29:38] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 17:29:40] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 17:29:42] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
127.0.0.1 - - [29/Apr/2026 17:29:44] "GET /tabela_atualizada?data=2026-04-29 HTTP/1.1" 200 -
